,rank,title,world_lifetime_gross,studio,domestic_opening_gross,budget,MPAA_rating,run_time,genre_list,lead_name,lead_height_m,lead_is_female,audience_score,tomatometer,international_movie,lead_age_years
1798,1799,Money Monster,93282604,TriStar Pictures,14788157.0,27000000.0,R,98.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",George Clooney,1.8,False,51.0,59.0,False,55.01437371663244
1799,1800,Nanny McPhee Returns,93251121,Universal Pictures,8407685.0,35000000.0,PG,109.0,"['Comedy', 'Family', 'Fantasy', 'War']",Emma Thompson,1.72,True,55.0,75.0,False,51.02806106928284
1804,1805,Deuce Bigalow: Male Gigolo,92938755,Walt Disney Studios Motion Pictures,12224016.0,17000000.0,R,88.0,"['Comedy', 'Romance']",Rob Schneider,1.61,False,42.0,22.0,False,35.94250893604077
1806,1807,Secret Window,92913171,Sony Pictures Entertainment (SPE),18237568.0,40000000.0,PG-13,96.0,"['Drama', 'Mystery', 'Thriller']",Johnny Depp,1.75,False,65.0,46.0,False,41.00752338580881
1810,1811,Role Models,92649419,Universal Pictures,19167085.0,28000000.0,R,99.0,['Comedy'],Paul Rudd,1.78,False,74.0,77.0,False,39.000697771693666
1812,1813,Sultan,92539463,Other,2371100.0,13430000.0,,170.0,"['Action', 'Drama', 'Sport']",Salman Khan,1.69,False,75.0,85.0,True,50.94044223895353
1813,1814,1941,92455742,Universal Pictures,2701898.0,35000000.0,,118.0,"['Action', 'Comedy', 'War']",John Belushi,1.7,False,48.0,42.0,False,29.97127348087307
1814,1815,Four Brothers,92374674,Paramount Pictures,21176925.0,45000000.0,R,109.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Mark Wahlberg,1.73,False,80.0,52.0,False,34.02053768347403
1817,1818,Underworld: Rise of the Lycans,92158961,Screen Gems,20828511.0,35000000.0,R,92.0,"['Action', 'Fantasy', 'Thriller']",Rhona Mitra,1.68,True,63.0,29.0,False,33.03489428853906
1822,1823,Southpaw,91970827,The Weinstein Company,16701294.0,30000000.0,R,124.0,"['Action', 'Crime', 'Drama', 'Sport']",Jake Gyllenhaal,1.82,False,82.0,69.0,False,35.008888508631834
1829,1830,Crawl,91542097,Paramount Pictures,12005210.0,13500000.0,R,87.0,"['Action', 'Horror', 'Thriller']",Kaya Scodelario,1.68,True,19.0,63.0,False,26.992478515476463
1830,1831,Five Feet Apart,91527795,Lionsgate,13190286.0,7000000.0,PG-13,116.0,"['Drama', 'Romance']",Haley Lu Richardson,1.57,True,79.0,53.0,False,24.019164955509925
1831,1832,Friday the 13th,91509154,Warner Bros.,40570365.0,19000000.0,R,97.0,"['Horror', 'Mystery', 'Thriller']",Jared Padalecki,1.93,False,46.0,26.0,False,26.97877214997338
1833,1834,Rambo: Last Blood,91490353,Lionsgate,18872919.0,50000000.0,R,89.0,"['Action', 'Thriller']",Sylvester Stallone,1.77,False,82.0,26.0,False,73.03217354931934
1835,1836,Overboard,91244913,Other,14711101.0,12000000.0,PG-13,112.0,"['Comedy', 'Romance']",Eugenio Derbez,1.79,False,74.0,45.0,False,56.00273024564605
1838,1839,Romeo Must Die,91036760,Warner Bros.,18014503.0,25000000.0,R,115.0,"['Action', 'Crime', 'Thriller']",Jet Li,1.68,False,61.0,32.0,False,36.98836223286942
1840,1841,Paranormal Activity: The Marked Ones,90894962,Paramount Pictures,18343611.0,5000000.0,R,84.0,"['Horror', 'Mystery']",Andrew Jacobs,,False,34.0,39.0,False,20.952753061069284
1841,1842,Fantasia 2000,90874570,Walt Disney Studios Motion Pictures,2290525.0,80000000.0,,75.0,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Music']",James Levine,,False,75.0,81.0,False,56.939073313559966
1842,1843,Drag Me to Hell,90842646,Universal Pictures,15825480.0,30000000.0,PG-13,99.0,['Horror'],Alison Lohman,1.57,True,62.0,92.0,False,30.02600197733668
1845,1846,Autumn in New York,90726668,Metro-Goldwyn-Mayer (MGM),10987006.0,65000000.0,PG-13,103.0,"['Drama', 'Romance']",Richard Gere,1.78,False,54.0,19.0,False,50.94318959616701
1846,1847,Anchorman: The Legend of Ron Burgundy,90709367,DreamWorks Distribution,28416365.0,26000000.0,PG-13,94.0,['Comedy'],Will Ferrell,1.91,False,86.0,66.0,False,36.98015058179329
1847,1848,Galaxy Quest,90683916,DreamWorks Distribution,7012630.0,45000000.0,PG,102.0,"['Adventure', 'Comedy', 'Sci-Fi']",Tim Allen,1.79,False,79.0,90.0,False,46.03149669176363
1850,1851,Sherlock Gnomes,90497778,Paramount Pictures,10604774.0,59000000.0,PG,86.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Mystery', 'Romance']",Johnny Depp,1.75,False,36.0,27.0,False,55.01710586356377
1851,1852,Bring It on,90449929,Universal Pictures,17362105.0,11000000.0,PG-13,98.0,"['Comedy', 'Romance', 'Sport']",Kirsten Dunst,1.7,True,66.0,63.0,False,17.98494942581185
1854,1855,Jojo Rabbit,90335025,Fox Searchlight Pictures,349555.0,14000000.0,PG-13,108.0,"['Comedy', 'Drama', 'War']",Roman Griffin Davis,1.57,False,94.0,80.0,False,12.0356053692296
1855,1856,Red Riding Hood,90260376,Warner Bros.,14005335.0,42000000.0,PG-13,100.0,"['Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']",Amanda Seyfried,1.6,True,39.0,10.0,False,26.017778918548938
1856,1857,Identity,90259536,Sony Pictures Entertainment (SPE),16225263.0,28000000.0,R,90.0,"['Mystery', 'Thriller']",John Cusack,1.88,False,75.0,62.0,False,36.99109818237128
1859,1860,Sucker Punch,89792502,Warner Bros.,19058199.0,82000000.0,PG-13,110.0,"['Action', 'Adventure', 'Fantasy']",Emily Browning,1.57,True,47.0,22.0,False,23.04721081451061
1860,1861,Burlesque,89520336,Screen Gems,11947744.0,55000000.0,PG-13,119.0,"['Drama', 'Music', 'Musical', 'Romance']",Cher,1.74,True,64.0,36.0,False,64.01096281086015
1861,1862,The Hundred-Foot Journey,89514453,Walt Disney Studios Motion Pictures,10979290.0,22000000.0,PG,122.0,"['Comedy', 'Drama']",Helen Mirren,1.63,True,81.0,68.0,False,68.94729827363297
1863,1864,Stigmata,89446268,Metro-Goldwyn-Mayer (MGM),18309666.0,29000000.0,R,103.0,['Horror'],Patricia Arquette,1.57,True,63.0,22.0,False,31.006169670697396
1865,1866,The Purge,89328627,Universal Pictures,34058360.0,3000000.0,R,85.0,"['Horror', 'Sci-Fi', 'Thriller']",Ethan Hawke,1.79,False,36.0,39.0,False,43.06911932466347
1868,1869,Transporter 2,89083229,Twentieth Century Fox,16540720.0,32000000.0,PG-13,87.0,"['Action', 'Crime', 'Thriller']",Jason Statham,1.75,False,58.0,52.0,False,37.938400258574795
1870,1871,Kangaroo Jack,88929111,Warner Bros.,16580209.0,60000000.0,,89.0,"['Action', 'Adventure', 'Comedy', 'Crime', 'Family']",Anthony Anderson,1.78,False,29.0,8.0,False,33.0047779298806
1873,1874,Collateral Beauty,88528280,Warner Bros.,7102085.0,36000000.0,PG-13,97.0,"['Drama', 'Romance']",Will Smith,1.88,True,64.0,13.0,False,47.95346224047456
1875,1876,Shanghai Knights,88323487,Walt Disney Studios Motion Pictures,19603630.0,50000000.0,PG-13,114.0,"['Action', 'Adventure', 'Comedy']",Jackie Chan,1.75,True,54.0,66.0,False,49.06228040155145
1877,1878,This Is 40,88215156,Universal Pictures,11579175.0,35000000.0,R,134.0,"['Comedy', 'Romance']",Paul Rudd,1.78,False,50.0,51.0,False,43.03629173321165
1883,1884,Deliver Us from Evil,87937815,Screen Gems,9740471.0,30000000.0,R,118.0,"['Action', 'Biography', 'Crime', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",Eric Bana,1.89,False,89.0,100.0,False,45.982202068598376
1884,1885,The Illusionist,87892388,Other,927956.0,16500000.0,PG-13,110.0,"['Drama', 'Fantasy', 'Mystery', 'Romance', 'Thriller']",Edward Norton,1.83,False,79.0,90.0,False,36.99931553730322
1885,1886,Spawn,87840042,New Line Cinema,19738749.0,40000000.0,PG-13,96.0,"['Action', 'Drama', 'Horror']",Michael Jai White,1.85,False,36.0,17.0,False,29.97672256445357
1886,1887,Ali,87812729,Sony Pictures Entertainment (SPE),14710892.0,107000000.0,R,157.0,"['Biography', 'Drama', 'Sport']",Will Smith,1.88,True,65.0,68.0,False,33.00205909194616
1888,1889,Gosford Park,87754044,Other,241219.0,19800000.0,R,131.0,"['Comedy', 'Drama', 'Mystery']",Maggie Smith,1.65,True,78.0,86.0,False,66.99520876112253
1889,1890,RV,87528173,Sony Pictures Entertainment (SPE),16414767.0,50000000.0,PG,99.0,"['Adventure', 'Comedy', 'Family']",Robin Williams,1.7,True,45.0,24.0,False,55.019843714350905
1890,1891,Bicentennial Man,87423861,Walt Disney Studios Motion Pictures,8234926.0,100000000.0,PG,132.0,"['Comedy', 'Drama', 'Sci-Fi']",Robin Williams,1.7,True,58.0,36.0,False,47.98905810327782
1892,1893,Tiger Zinda Hai,87320000,Other,1787108.0,20470000.0,,161.0,"['Action', 'Adventure', 'Thriller']",Salman Khan,1.69,False,65.0,69.0,True,51.983572895277206
1895,1896,A Million Ways to Die in the West,87189756,Universal Pictures,16797385.0,40000000.0,R,116.0,"['Comedy', 'Western']",Seth MacFarlane,1.81,False,41.0,33.0,False,41.004781732451136
1896,1897,Old School,87135520,DreamWorks Distribution,17453216.0,24000000.0,R,88.0,['Comedy'],Luke Wilson,1.81,False,86.0,60.0,False,31.99998669100312
1901,1902,Max Payne,87066930,Twentieth Century Fox,17639849.0,35000000.0,PG-13,100.0,"['Action', 'Crime', 'Drama', 'Thriller']",Mark Wahlberg,1.73,False,29.0,16.0,False,37.026701650315616
1902,1903,The Kingdom,87019158,Universal Pictures,17135055.0,70000000.0,R,110.0,"['Action', 'Drama', 'Thriller']",Jamie Foxx,1.75,False,76.0,51.0,False,40.04106205795117
1906,1907,Dinner for Schmucks,86855739,DreamWorks,23527839.0,69000000.0,PG-13,114.0,['Comedy'],Steve Carell,1.75,False,42.0,42.0,False,48.038328009734585
1908,1909,The Lincoln Lawyer,86752352,Lionsgate,13206453.0,40000000.0,R,118.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",Matthew McConaughey,1.82,False,82.0,83.0,False,42.034207924557
1910,1911,Robin Hood,86493046,Lionsgate,9195670.0,100000000.0,PG-13,116.0,"['Action', 'Adventure', 'Drama', 'Thriller']",Taron Egerton,1.75,False,40.0,15.0,False,29.026694045174537
1911,1912,Tears of the Sun,86468162,Revolution Studios,17057213.0,75000000.0,R,121.0,"['Action', 'Drama', 'Thriller', 'War']",Bruce Willis,1.83,False,69.0,33.0,False,47.96714579055441
1914,1915,La Vie En Rose,86274793,Other,179848.0,25000000.0,PG-13,140.0,"['Biography', 'Drama', 'Music', 'Romance']",Marion Cotillard,1.69,True,84.0,74.0,True,31.956181078409006
1920,1921,Hall Pass,86157237,Warner Bros.,13535374.0,36000000.0,R,105.0,"['Comedy', 'Romance']",Owen Wilson,1.8,False,40.0,33.0,False,43.01983230663929
1922,1923,John Wick,86081711,Lionsgate,14415922.0,20000000.0,R,101.0,"['Action', 'Crime', 'Thriller']",Keanu Reeves,1.86,False,81.0,86.0,False,50.0588656932086
1924,1925,The Second Best Exotic Marigold Hotel,85978292,Fox Searchlight Pictures,8540370.0,10000000.0,PG,122.0,"['Comedy', 'Drama', 'Romance']",Judi Dench,1.55,True,59.0,65.0,False,81.04583998783177
1927,1928,28 Days Later...,85720385,Fox Searchlight Pictures,10061858.0,8000000.0,R,113.0,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",Cillian Murphy,1.72,False,85.0,87.0,False,26.009576773899155
1928,1929,Match Point,85638656,DreamWorks Distribution,398593.0,15000000.0,R,124.0,"['Drama', 'Romance', 'Thriller']",Scarlett Johansson,1.6,True,81.0,77.0,False,20.95549851699749
1932,1933,Paper Towns,85512300,Twentieth Century Fox,12650140.0,12000000.0,PG-13,109.0,"['Adventure', 'Comedy', 'Drama', 'Mystery', 'Romance']",Nat Wolff,1.85,False,47.0,58.0,False,20.977403224579813
1934,1935,The Possession,85446075,Lionsgate,17732480.0,14000000.0,PG-13,92.0,"['Horror', 'Mystery', 'Thriller']",Natasha Calis,1.68,True,48.0,39.0,False,13.007538596090958
1939,1940,Nerve,85251425,Lionsgate,9445456.0,19000000.0,PG-13,96.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",Emma Roberts,1.57,True,66.0,66.0,False,25.045868507110807
1944,1945,Final Fantasy: The Spirits Within,85131830,Sony Pictures Entertainment (SPE),11408853.0,137000000.0,PG-13,106.0,"['Action', 'Adventure', 'Animation', 'Fantasy', 'Romance', 'Sci-Fi']",Alec Baldwin,1.82,False,48.0,44.0,False,43.022592972849644
1945,1946,J. Edgar,84920539,Warner Bros.,11217324.0,35000000.0,R,137.0,"['Biography', 'Drama', 'Romance']",Leonardo DiCaprio,1.83,False,44.0,43.0,False,36.993839835728956
1946,1947,Going in Style,84918541,Warner Bros.,11932330.0,25000000.0,PG-13,96.0,"['Comedy', 'Crime']",Michael Caine,1.88,False,73.0,82.0,False,83.97809909498821
1947,1948,Sicario,84872444,Lionsgate,401288.0,30000000.0,R,121.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Emily Blunt,1.7,True,85.0,92.0,False,31.983586204274093
1948,1949,Carrie,84790678,Screen Gems,16101552.0,30000000.0,R,100.0,"['Drama', 'Horror']",Chloë Grace Moretz,1.63,True,44.0,50.0,False,16.016442315004944
1949,1950,Zodiac,84785914,Paramount Pictures,13395610.0,65000000.0,R,157.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",Jake Gyllenhaal,1.82,False,77.0,89.0,False,26.954123887748118
1951,1952,Never Been Kissed,84565230,Twentieth Century Fox,11836707.0,25000000.0,PG-13,107.0,"['Comedy', 'Drama', 'Romance']",Drew Barrymore,1.63,True,69.0,55.0,False,23.964411742337823
1956,1957,The Judge,84419388,Warner Bros.,13116226.0,50000000.0,R,141.0,"['Crime', 'Drama']",Robert Downey Jr.,1.74,False,72.0,49.0,False,49.01301619895049
1957,1958,What to Expect When You're Expecting,84384002,Lionsgate,10547068.0,40000000.0,PG-13,110.0,"['Comedy', 'Drama', 'Romance']",Cameron Diaz,1.74,True,47.0,23.0,False,39.96440223591148
1959,1960,Premonition,84297309,Sony Pictures Entertainment (SPE),17558689.0,20000000.0,PG-13,96.0,"['Drama', 'Fantasy', 'Mystery', 'Thriller']",Sandra Bullock,1.71,True,50.0,8.0,False,42.973298349684384
1963,1964,Mortal Engines,83869818,Universal Pictures,7559850.0,100000000.0,PG-13,128.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",Hera Hilmar,1.7,True,48.0,26.0,False,29.94113620807666
1964,1965,Pan's Labyrinth,83850267,Other,568641.0,19000000.0,R,118.0,"['Drama', 'Fantasy', 'War']",Ivana Baquero,1.6,True,91.0,95.0,False,12.000007605141075
1965,1966,Marmaduke,83761844,Twentieth Century Fox,11599661.0,50000000.0,PG,99.0,"['Comedy', 'Family']",Owen Wilson,1.8,False,42.0,9.0,False,42.02599817476614
1971,1972,Blow,83282296,New Line Cinema,12443461.0,53000000.0,R,124.0,"['Biography', 'Crime', 'Drama']",Johnny Depp,1.75,False,87.0,55.0,False,37.99315157046163
1972,1973,Piranha 3D,83188165,Other,10106872.0,24000000.0,R,88.0,"['Comedy', 'Fantasy', 'Horror', 'Romance']",Elisabeth Shue,1.57,True,43.0,74.0,False,47.03901057114609
1974,1975,Oceans,83090556,Walt Disney Studios Motion Pictures,6058958.0,80000000.0,,104.0,['Documentary'],Pierce Brosnan,1.86,False,75.0,80.0,False,57.01573503688493
1977,1978,Savages,82966152,Universal Pictures,16016910.0,45000000.0,R,131.0,"['Crime', 'Thriller']",Aaron Taylor-Johnson,1.8,False,75.0,90.0,False,21.97946802038178
1981,1982,"Big Mommas: Like Father, Like Son",82686066,Twentieth Century Fox,16300803.0,32000000.0,PG-13,107.0,"['Action', 'Comedy', 'Crime']",Martin Lawrence,1.75,False,58.0,5.0,False,46.001365122823024
1982,1983,Star Trek: The Motion Picture,82604699,Paramount Pictures,11926421.0,35000000.0,G,132.0,"['Adventure', 'Mystery', 'Sci-Fi']",William Shatner,1.77,False,42.0,41.0,False,47.95894934976043
1983,1984,Sinister,82515113,Lionsgate,18007634.0,3000000.0,R,110.0,"['Horror', 'Mystery', 'Thriller']",Ethan Hawke,1.79,False,61.0,63.0,False,41.995891322534035
1984,1985,Act of Valor,82499399,Relativity Media,24476632.0,12000000.0,R,110.0,"['Action', 'Adventure', 'Thriller', 'War']",Alex Veadov,,False,72.0,28.0,False,50.02053007833295
1986,1987,The Strangers,82410456,Other,20997985.0,9000000.0,R,86.0,"['Horror', 'Mystery', 'Thriller']",Scott Speedman,1.8,False,48.0,48.0,False,33.07596775420185
1987,1988,Hitman: Agent 47,82347656,Twentieth Century Fox,8326530.0,35000000.0,R,96.0,"['Action', 'Crime', 'Thriller']",Rupert Friend,1.85,False,40.0,8.0,False,34.04790858620427
1988,1989,Men of Honor,82343495,Twentieth Century Fox,13339465.0,32000000.0,R,129.0,"['Biography', 'Drama']",Cuba Gooding Jr.,1.79,False,81.0,42.0,False,32.021921819149746
1994,1995,Reign of Fire,82150183,Walt Disney Studios Motion Pictures,15632281.0,60000000.0,PG-13,101.0,"['Action', 'Adventure', 'Fantasy', 'Thriller']",Matthew McConaughey,1.82,False,49.0,42.0,False,33.0212107384592
1995,1996,Catwoman,82102379,Warner Bros.,16728411.0,100000000.0,PG-13,104.0,"['Action', 'Crime', 'Fantasy']",Halle Berry,1.65,True,18.0,9.0,False,38.02053197961822
1997,1998,Abduction,82087155,Lionsgate,10925253.0,35000000.0,PG-13,106.0,"['Action', 'Mystery', 'Thriller']",Taylor Lautner,1.74,False,42.0,5.0,False,19.03081413035212
1998,1999,Hostel,81979826,Lionsgate,19556099.0,4800000.0,R,94.0,['Horror'],Jay Hernandez,1.74,False,53.0,61.0,False,27.96166818769488
2000,2001,Ouija: Origin of Evil,81705746,Universal Pictures,14065500.0,9000000.0,PG-13,99.0,"['Drama', 'Horror', 'Mystery', 'Thriller']",Elizabeth Reaser,1.63,True,57.0,82.0,False,41.0486025553274
2006,2007,Frankenweenie,81493846,Walt Disney Studios Motion Pictures,11412213.0,39000000.0,PG,87.0,"['Animation', 'Comedy', 'Family', 'Horror', 'Sci-Fi']",Winona Ryder,1.61,True,70.0,87.0,False,40.930869267624914
2011,2012,Dreamcatcher,81240406,Warner Bros.,15027423.0,68000000.0,R,136.0,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",Morgan Freeman,1.88,True,35.0,28.0,False,66.05338238649328
2013,2014,Edge of Darkness,81126522,Warner Bros.,17214384.0,80000000.0,R,117.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Mel Gibson,1.77,True,49.0,55.0,False,54.06981519507187
2015,2016,Underworld: Blood Wars,81093313,Screen Gems,13688751.0,35000000.0,R,91.0,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi']",Kate Beckinsale,1.7,True,49.0,21.0,False,42.99247851547646
2016,2017,The Rundown,80981914,Universal Pictures,18553765.0,85000000.0,PG-13,,"['Action', 'Adventure', 'Comedy', 'Thriller']",Dwayne Johnson,1.96,False,66.0,69.0,False,31.058171724085486
2018,2019,Sinbad: Legend of the Seven Seas,80773077,DreamWorks Distribution,6874477.0,60000000.0,PG,88.0,"['Adventure', 'Animation', 'Family', 'Fantasy']",Brad Pitt,1.8,False,56.0,45.0,False,39.95618488097954
2020,2021,A Dog's Way Home,80708134,Sony Pictures Entertainment (SPE),11251263.0,18000000.0,PG,96.0,"['Adventure', 'Drama', 'Family']",Ashley Judd,1.7,True,71.0,59.0,False,50.97330025096966
2021,2022,The Rookie,80693537,Walt Disney Studios Motion Pictures,16021684.0,22000000.0,,127.0,"['Drama', 'Family', 'Sport']",Dennis Quaid,1.82,False,70.0,84.0,False,48.05475511445738
2024,2025,Vampires Suck,80547866,Twentieth Century Fox,12202831.0,20000000.0,PG-13,82.0,"['Comedy', 'Family', 'Horror']",Jenn Proske,1.64,True,29.0,4.0,False,23.028062970568104
2028,2029,Muppets Most Wanted,80383113,Walt Disney Studios Motion Pictures,17005126.0,50000000.0,PG,107.0,"['Adventure', 'Comedy', 'Crime', 'Family', 'Musical', 'Mystery']",Ricky Gervais,1.71,False,58.0,80.0,False,52.98288272872462
2029,2030,Takers,80205382,Screen Gems,20512304.0,32000000.0,PG-13,107.0,"['Action', 'Crime', 'Thriller']",Chris Brown,1.85,True,62.0,28.0,False,20.99931173473268
2031,2032,Runaway Jury,80154140,Twentieth Century Fox,11836705.0,60000000.0,PG-13,,"['Crime', 'Drama', 'Thriller']",John Cusack,1.88,False,75.0,73.0,False,36.969206783785836
2033,2034,Footloose,80039064,Paramount Pictures,8556935.0,8200000.0,,107.0,"['Drama', 'Music', 'Romance']",Kevin Bacon,1.78,False,71.0,52.0,False,26.02326222526428
2035,2036,Exit Wounds,79958599,Warner Bros.,18485586.0,50000000.0,R,101.0,"['Action', 'Crime', 'Thriller']",Steven Seagal,1.93,False,45.0,33.0,False,49.018478591527874
2037,2038,The Wedding Ringer,79799880,Screen Gems,20649306.0,23000000.0,R,101.0,['Comedy'],Kevin Hart,1.59,False,63.0,28.0,False,36.02462924937257
2038,2039,The Grey,79781695,Open Road Films (II),19665101.0,25000000.0,R,117.0,"['Action', 'Adventure', 'Drama', 'Thriller']",Liam Neeson,1.93,False,61.0,79.0,False,60.04927180774203
2041,2042,Righteous Kill,79498846,Other,16288361.0,60000000.0,R,101.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",Robert De Niro,1.77,False,37.0,18.0,False,64.98015248307857
2042,2043,Jackass: The Movie,79493831,Paramount Pictures,22763437.0,5000000.0,R,87.0,"['Action', 'Comedy', 'Documentary']",Johnny Knoxville,1.85,False,75.0,49.0,False,31.039027682713517
2044,2045,Letters to Juliet,79293444,Summit Entertainment,13540486.0,30000000.0,PG,105.0,"['Adventure', 'Comedy', 'Drama', 'Romance']",Amanda Seyfried,1.6,True,62.0,42.0,False,25.026680736177656
2048,2049,Home Alone 3,79082515,Twentieth Century Fox,5085482.0,32000000.0,PG,102.0,"['Action', 'Comedy', 'Crime', 'Family']",Alex D. Linz,1.74,False,27.0,29.0,False,8.024661571222147
2049,2050,Manchester by the Sea,78988148,Other,256498.0,9000000.0,R,137.0,['Drama'],Casey Affleck,1.75,False,78.0,96.0,False,41.01301049509468
2051,2052,Star Trek II: The Wrath of Khan,78912963,Paramount Pictures,14347221.0,11200000.0,PG,113.0,"['Action', 'Adventure', 'Sci-Fi']",William Shatner,1.77,False,90.0,88.0,False,50.95140885238421
2054,2055,The Boss,78844582,Universal Pictures,23586645.0,29000000.0,R,99.0,['Comedy'],Melissa McCarthy,1.57,True,38.0,21.0,False,45.94660430450985
2063,2064,The Family,78418811,Relativity Media,14034764.0,30000000.0,R,111.0,"['Comedy', 'Crime', 'Thriller']",Robert De Niro,1.77,False,41.0,28.0,False,69.9904194235303
2064,2065,Collateral Damage,78382433,Warner Bros.,15058432.0,85000000.0,R,108.0,"['Action', 'Drama', 'Thriller']",Arnold Schwarzenegger,1.88,False,27.0,19.0,False,54.94044223895353
2065,2066,Scary Movie V,78378744,Other,14157367.0,20000000.0,PG-13,88.0,['Comedy'],Simon Rex,1.88,False,38.0,4.0,False,38.967824549395395
2066,2067,The Terminator,78371200,Other,4020663.0,6400000.0,,107.0,"['Action', 'Sci-Fi']",Arnold Schwarzenegger,1.88,False,89.0,100.0,False,36.98836983801049
2068,2069,Priest,78309505,Screen Gems,14953664.0,60000000.0,PG-13,87.0,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi', 'Thriller']",Paul Bettany,1.91,False,46.0,15.0,False,39.94250513347023
2069,2070,If I Stay,78274843,Warner Bros.,15679190.0,11000000.0,PG-13,107.0,"['Drama', 'Fantasy', 'Music', 'Romance', 'Sci-Fi']",Chloë Grace Moretz,1.63,True,61.0,35.0,False,17.029443303673283
2072,2073,Duplicity,78176181,Universal Pictures,13965110.0,60000000.0,PG-13,125.0,"['Comedy', 'Crime', 'Romance', 'Thriller']",Julia Roberts,1.73,True,37.0,65.0,False,41.976714959312496
2073,2074,Tag,78130625,Warner Bros.,14947396.0,28000000.0,R,100.0,"['Action', 'Comedy']",Jeremy Renner,1.74,False,56.0,56.0,False,47.019858924633056
2075,2076,Exorcist: The Beginning,78110021,Warner Bros.,18054001.0,80000000.0,R,114.0,"['Horror', 'Mystery', 'Thriller']",Stellan Skarsgård,1.88,False,27.0,10.0,False,53.01848429538368
2086,2087,The Number 23,77677553,New Line Cinema,15107000.0,30000000.0,R,98.0,"['Crime', 'Mystery', 'Thriller']",Jim Carrey,1.88,False,56.0,8.0,False,45.013006692524144
2089,2090,Windtalkers,77628265,Metro-Goldwyn-Mayer (MGM),14520412.0,115000000.0,R,134.0,"['Action', 'Drama', 'War']",Nicolas Cage,1.83,False,50.0,33.0,False,38.02054338732984
2094,2095,The Lives of Others,77356942,Sony Pictures Classics,223000.0,2000000.0,R,137.0,"['Drama', 'Mystery', 'Thriller']",Ulrich Mühe,1.78,False,96.0,92.0,False,53.00752338580881
2095,2096,Diary of a Wimpy Kid: Dog Days,77229695,Twentieth Century Fox,14623599.0,22000000.0,PG,94.0,"['Animation', 'Comedy', 'Family']",Zachary Gordon,1.75,False,63.0,52.0,False,13.965788272872462
2096,2097,Fame,77211836,Metro-Goldwyn-Mayer (MGM),10011682.0,18000000.0,PG,107.0,"['Comedy', 'Drama', 'Musical', 'Romance']",Kelsey Grammer,1.85,False,69.0,84.0,False,54.009595786751845
2097,2098,Drive,77187281,Other,11340461.0,15000000.0,R,100.0,"['Crime', 'Drama']",Ryan Gosling,1.84,False,79.0,93.0,False,31.008894212487643
2100,2101,Mike and Dave Need Wedding Dates,77068246,Twentieth Century Fox,16628170.0,33000000.0,R,98.0,"['Comedy', 'Romance']",Zac Efron,1.73,False,51.0,38.0,False,28.96919347478896
2101,2102,Barbershop,77063924,Metro-Goldwyn-Mayer (MGM),20627433.0,12000000.0,PG-13,102.0,"['Comedy', 'Drama']",Ice Cube,1.73,False,62.0,83.0,False,32.99384553958476
2102,2103,"I, Frankenstein",76801179,Lionsgate,8610441.0,65000000.0,PG-13,92.0,"['Action', 'Fantasy', 'Sci-Fi']",Aaron Eckhart,1.8,False,38.0,5.0,False,46.02874363069435
2103,2104,United 93,76700659,Universal Pictures,11478360.0,15000000.0,R,111.0,"['Action', 'Drama', 'History', 'Thriller']",David Alan Basche,1.83,False,83.0,90.0,False,38.00957487261389
2105,2106,Coach Carter,76669554,Paramount Pictures,24182961.0,30000000.0,PG-13,136.0,"['Biography', 'Drama', 'Sport']",Samuel L. Jackson,1.88,False,85.0,64.0,False,56.98286751844247
2111,2112,Bad Santa,76490720,Dimension Films,12500000.0,23000000.0,R,92.0,"['Comedy', 'Crime', 'Drama']",Billy Bob Thornton,1.83,False,75.0,78.0,False,48.06023842117271
2114,2115,Cold Pursuit,76419755,Lionsgate,11030233.0,60000000.0,R,119.0,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",Liam Neeson,1.93,False,49.0,69.0,False,67.00067685755572
2116,2117,Cruel Intentions,76347426,Sony Pictures Entertainment (SPE),13020565.0,10500000.0,R,97.0,"['Drama', 'Romance']",Sarah Michelle Gellar,1.63,True,81.0,55.0,False,21.973988516236975
2121,2122,Kubo and the Two Strings,76249438,Focus Features,12608372.0,60000000.0,PG,101.0,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",Charlize Theron,1.77,True,86.0,97.0,False,41.02943189596167
