,rank,title,world_lifetime_gross,studio,domestic_opening_gross,budget,MPAA_rating,run_time,genre_list,lead_name,lead_height_m,lead_is_female,audience_score,tomatometer,international_movie,lead_age_years
0,1,Avatar,2847246203,Twentieth Century Fox,77025481.0,237000000.0,PG-13,162.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Sam Worthington,1.78,False,82.0,82.0,False,33.04039090425128
1,2,Avengers: Endgame,2797501328,Walt Disney Studios Motion Pictures,357115007.0,356000000.0,PG-13,181.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",Robert Downey Jr.,1.74,False,90.0,94.0,False,54.053388090349074
2,3,Titanic,2201647264,Paramount Pictures,28638131.0,200000000.0,PG-13,194.0,"['Drama', 'Romance']",Leonardo DiCaprio,1.83,False,69.0,89.0,False,23.02258917027911
3,4,Star Wars: Episode VII - The Force Awakens,2069521700,Walt Disney Studios Motion Pictures,247966675.0,245000000.0,PG-13,138.0,"['Action', 'Adventure', 'Sci-Fi']",Daisy Ridley,1.7,True,85.0,93.0,False,23.017126777701726
5,6,Jurassic World,1670516444,Universal Pictures,208806270.0,150000000.0,PG-13,124.0,"['Action', 'Adventure', 'Sci-Fi']",Chris Pratt,1.88,False,78.0,71.0,False,35.969883641341546
6,7,The Lion King,1667635327,Walt Disney Studios Motion Pictures,191770759.0,260000000.0,PG,118.0,"['Adventure', 'Animation', 'Drama', 'Family', 'Musical']",Donald Glover,1.75,False,93.0,93.0,False,35.96166628640961
8,9,Furious 7,1515341399,Universal Pictures,147187040.0,190000000.0,PG-13,137.0,"['Action', 'Adventure', 'Thriller']",Vin Diesel,1.82,False,82.0,82.0,False,47.95345083276295
9,10,Frozen II,1450026933,Walt Disney Studios Motion Pictures,130263358.0,150000000.0,PG,103.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",Kristen Bell,1.55,True,92.0,78.0,False,39.00616776941212
10,11,Avengers: Age of Ultron,1402809540,Walt Disney Studios Motion Pictures,191271109.0,250000000.0,PG-13,141.0,"['Action', 'Adventure', 'Sci-Fi']",Robert Downey Jr.,1.74,False,83.0,76.0,False,50.04791238877481
14,15,Jurassic World: Fallen Kingdom,1310466296,Universal Pictures,148024610.0,170000000.0,PG-13,128.0,"['Action', 'Adventure', 'Sci-Fi']",Chris Pratt,1.88,False,48.0,47.0,False,38.959616700889804
15,16,Frozen,1281508100,Walt Disney Studios Motion Pictures,243390.0,150000000.0,PG,102.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",Kristen Bell,1.55,True,62.0,56.0,False,33.013012396379956
16,17,Beauty and the Beast,1264434525,Walt Disney Studios Motion Pictures,174750616.0,160000000.0,PG,129.0,"['Family', 'Fantasy', 'Musical', 'Romance']",Emma Watson,1.65,True,80.0,71.0,False,27.003420412198643
18,19,The Fate of the Furious,1236005118,Universal Pictures,98786705.0,250000000.0,PG-13,136.0,"['Action', 'Adventure', 'Crime', 'Thriller']",Vin Diesel,1.82,False,72.0,67.0,False,49.98493611681497
19,20,Iron Man 3,1214811252,Walt Disney Studios Motion Pictures,174144585.0,200000000.0,PG-13,130.0,"['Action', 'Adventure', 'Sci-Fi']",Robert Downey Jr.,1.74,False,78.0,79.0,False,48.054757015742645
20,21,Minions,1159444662,Universal Pictures,115718405.0,74000000.0,PG,91.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",Sandra Bullock,1.71,True,49.0,55.0,False,50.95413529545973
21,22,Captain America: Civil War,1153337496,Walt Disney Studios Motion Pictures,179139142.0,250000000.0,PG-13,147.0,"['Action', 'Adventure', 'Sci-Fi']",Chris Evans,1.83,True,89.0,90.0,False,35.03627272035896
23,24,The Lord of the Rings: The Return of the King,1146030912,New Line Cinema,72629713.0,94000000.0,PG-13,201.0,"['Action', 'Adventure', 'Drama', 'Fantasy']",Elijah Wood,1.68,False,86.0,93.0,False,21.96853563008594
24,25,Spider-Man: Far from Home,1131927996,Sony Pictures Entertainment (SPE),92579212.0,160000000.0,PG-13,129.0,"['Action', 'Adventure', 'Sci-Fi']",Tom Holland,1.73,False,95.0,90.0,False,23.07460643394935
25,26,Captain Marvel,1128462972,Walt Disney Studios Motion Pictures,153433423.0,160000000.0,PG-13,123.0,"['Action', 'Adventure', 'Sci-Fi']",Brie Larson,1.7,True,45.0,79.0,False,30.012307019545215
26,27,Transformers: Dark of the Moon,1123794079,DreamWorks,97852865.0,195000000.0,PG-13,154.0,"['Action', 'Adventure', 'Sci-Fi']",Shia LaBeouf,1.76,False,55.0,35.0,False,25.048596851471594
27,28,Skyfall,1108569499,Sony Pictures Entertainment (SPE),88364714.0,200000000.0,PG-13,143.0,"['Action', 'Adventure', 'Thriller']",Daniel Craig,1.78,False,86.0,92.0,False,44.06298387710092
28,29,Transformers: Age of Extinction,1104054072,Paramount Pictures,100038390.0,210000000.0,PG-13,165.0,"['Action', 'Adventure', 'Sci-Fi']",Mark Wahlberg,1.73,False,50.0,17.0,False,43.05544147843943
29,30,The Lion King,1083720877,Walt Disney Studios Motion Pictures,1586753.0,45000000.0,G,88.0,"['Adventure', 'Animation', 'Drama', 'Family', 'Musical']",Matthew Broderick,1.72,False,93.0,93.0,False,31.98357859913302
30,31,The Dark Knight Rises,1081142612,Warner Bros.,160887295.0,250000000.0,PG-13,164.0,"['Action', 'Adventure']",Christian Bale,1.83,False,90.0,87.0,False,37.96852612365959
32,33,Joker,1074427370,Warner Bros.,96202337.0,55000000.0,R,122.0,"['Crime', 'Drama', 'Thriller']",Joaquin Phoenix,1.73,False,88.0,68.0,False,44.92813141683778
33,34,Toy Story 4,1073394593,Walt Disney Studios Motion Pictures,120908065.0,200000000.0,G,100.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Tom Hanks,1.83,False,94.0,97.0,False,63.03079892006997
34,35,Toy Story 3,1066970811,Walt Disney Studios Motion Pictures,110307189.0,200000000.0,,103.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Tom Hanks,1.83,False,90.0,98.0,False,54.02053197961823
35,36,Pirates of the Caribbean: Dead Man's Chest,1066179747,Walt Disney Studios Motion Pictures,135634554.0,225000000.0,PG-13,151.0,"['Action', 'Adventure', 'Fantasy']",Johnny Depp,1.75,False,72.0,53.0,False,42.99247281162066
36,37,Rogue One: A Star Wars Story,1056057720,Walt Disney Studios Motion Pictures,155081681.0,200000000.0,PG-13,133.0,"['Action', 'Adventure', 'Sci-Fi']",Felicity Jones,1.6,True,86.0,84.0,False,32.99110578751236
37,38,Aladdin,1050693953,Walt Disney Studios Motion Pictures,91500929.0,183000000.0,PG,128.0,"['Adventure', 'Family', 'Fantasy', 'Musical', 'Romance']",Will Smith,1.88,True,94.0,57.0,False,50.992463305194306
38,39,Pirates of the Caribbean: On Stranger Tides,1045713802,Walt Disney Studios Motion Pictures,90151958.0,250000000.0,PG-13,137.0,"['Action', 'Adventure', 'Fantasy']",Johnny Depp,1.75,False,54.0,33.0,False,48.024638755798925
39,40,Despicable Me 3,1034800131,Universal Pictures,72434025.0,80000000.0,PG,89.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",Steve Carell,1.75,False,53.0,58.0,False,54.99520495855198
40,41,Jurassic Park,1033928303,Universal Pictures,47026828.0,63000000.0,PG-13,127.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Sam Neill,1.83,False,91.0,92.0,False,45.99314966917636
42,43,Star Wars: Episode I - The Phantom Menace,1027082707,Twentieth Century Fox,64820970.0,115000000.0,PG,136.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Ewan McGregor,1.77,False,59.0,52.0,False,27.967149593124955
43,44,Alice in Wonderland,1025468216,Walt Disney Studios Motion Pictures,116101023.0,200000000.0,PG,108.0,"['Adventure', 'Family', 'Fantasy']",Mia Wasikowska,1.63,True,55.0,51.0,False,20.939069510989427
46,47,Harry Potter and the Sorcerer's Stone,1006968171,Warner Bros.,90294621.0,125000000.0,PG,152.0,"['Adventure', 'Family', 'Fantasy']",Daniel Radcliffe,1.65,False,82.0,81.0,False,11.98084264963115
47,48,The Dark Knight,1005973645,Warner Bros.,158411483.0,185000000.0,PG-13,152.0,"['Action', 'Crime', 'Drama', 'Thriller']",Christian Bale,1.83,False,94.0,94.0,False,33.960312571298196
49,50,Despicable Me 2,970766005,Universal Pictures,83517315.0,76000000.0,PG,98.0,"['Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Fantasy', 'Sci-Fi']",Steve Carell,1.75,False,85.0,75.0,False,51.011632063274774
50,51,The Jungle Book,966554929,Walt Disney Studios Motion Pictures,103261464.0,175000000.0,PG,106.0,"['Adventure', 'Drama', 'Family', 'Fantasy']",Neel Sethi,1.75,False,86.0,94.0,False,12.958232565214084
51,52,Jumanji: Welcome to the Jungle,962542945,Sony Pictures Entertainment (SPE),36169328.0,90000000.0,PG-13,119.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Dwayne Johnson,1.96,False,87.0,76.0,False,45.05134801125561
53,54,Pirates of the Caribbean: At World's End,960996492,Walt Disney Studios Motion Pictures,114732820.0,300000000.0,PG-13,169.0,"['Action', 'Adventure', 'Fantasy']",Johnny Depp,1.75,False,72.0,44.0,False,44.03559015894745
55,56,The Lord of the Rings: The Two Towers,947495095,New Line Cinema,62007528.0,94000000.0,PG-13,179.0,"['Action', 'Adventure', 'Drama', 'Fantasy']",Elijah Wood,1.68,False,95.0,95.0,False,20.971957943569855
56,57,Harry Potter and the Order of the Phoenix,942172396,Warner Bros.,77108414.0,150000000.0,PG-13,138.0,"['Action', 'Adventure', 'Family', 'Fantasy', 'Mystery']",Daniel Radcliffe,1.65,False,81.0,77.0,False,17.965776865160848
57,58,Finding Nemo,940352645,Walt Disney Studios Motion Pictures,70251710.0,94000000.0,,100.0,"['Adventure', 'Animation', 'Comedy', 'Family']",Albert Brooks,1.8,False,86.0,99.0,False,56.02189900372652
58,59,Harry Potter and the Half-Blood Prince,934454096,Warner Bros.,77835727.0,250000000.0,PG,153.0,"['Action', 'Adventure', 'Family', 'Fantasy', 'Mystery']",Daniel Radcliffe,1.65,False,78.0,84.0,False,19.978097193702943
59,60,Shrek 2,928760770,DreamWorks Distribution,108037878.0,150000000.0,PG,93.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",Mike Myers,1.7,False,69.0,89.0,False,40.982888432580424
60,61,Bohemian Rhapsody,911902649,Twentieth Century Fox,51061119.0,52000000.0,PG-13,134.0,"['Biography', 'Drama', 'Music']",Rami Malek,1.71,False,85.0,60.0,False,37.037654954749414
61,62,The Lord of the Rings: The Fellowship of the Ring,897690072,New Line Cinema,47211490.0,93000000.0,PG-13,178.0,"['Action', 'Adventure', 'Drama', 'Fantasy']",Elijah Wood,1.68,False,95.0,91.0,False,19.975380257053768
62,63,Harry Potter and the Goblet of Fire,896678241,Warner Bros.,102685961.0,150000000.0,PG-13,157.0,"['Adventure', 'Family', 'Fantasy', 'Mystery']",Daniel Radcliffe,1.65,False,74.0,88.0,False,15.980842649631153
65,66,Spectre,880681519,Sony Pictures Entertainment (SPE),70403148.0,245000000.0,PG-13,148.0,"['Action', 'Adventure', 'Thriller']",Daniel Craig,1.78,False,61.0,63.0,False,47.066406190584836
66,67,Spider-Man: Homecoming,880166924,Sony Pictures Entertainment (SPE),117027503.0,175000000.0,PG-13,133.0,"['Action', 'Adventure', 'Sci-Fi']",Tom Holland,1.73,False,87.0,92.0,False,21.013006692524147
67,68,Harry Potter and the Chamber of Secrets,879602366,Warner Bros.,88357488.0,100000000.0,PG,161.0,"['Adventure', 'Family', 'Fantasy', 'Mystery']",Daniel Radcliffe,1.65,False,80.0,82.0,False,12.974682485360104
68,69,Ice Age: Continental Drift,877244782,Twentieth Century Fox,46629259.0,95000000.0,PG,88.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Ray Romano,1.87,False,62.0,37.0,False,55.01436230892083
69,70,The Secret Life of Pets,875458631,Universal Pictures,104352905.0,75000000.0,PG,87.0,"['Adventure', 'Animation', 'Comedy', 'Family']",Louis C.K.,1.83,False,62.0,72.0,False,49.032164042892994
70,71,Batman v Superman: Dawn of Justice,873637528,Warner Bros.,166007347.0,250000000.0,PG-13,152.0,"['Action', 'Adventure', 'Sci-Fi']",Ben Affleck,1.92,False,63.0,28.0,False,44.02189329987071
71,72,Wolf Warrior 2,870325439,Other,219022.0,30100000.0,,123.0,"['Action', 'Adventure', 'Drama', 'Thriller', 'War']",Jing Wu,1.75,True,75.0,69.0,True,43.06639858544376
72,73,Star Wars: Episode III - Revenge of the Sith,868390560,Twentieth Century Fox,108435841.0,113000000.0,PG-13,140.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Hayden Christensen,1.83,False,66.0,80.0,False,23.99726405049814
73,74,The Hunger Games: Catching Fire,865011746,Lionsgate,158074286.0,130000000.0,PG-13,146.0,"['Action', 'Adventure', 'Mystery', 'Sci-Fi', 'Thriller']",Jennifer Lawrence,1.75,True,89.0,90.0,False,23.000690166552587
74,75,Guardians of the Galaxy Vol. 2,863756051,Walt Disney Studios Motion Pictures,146510104.0,200000000.0,PG-13,136.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",Chris Pratt,1.88,False,87.0,85.0,False,38.012316525971556
75,76,Inside Out,858848019,Walt Disney Studios Motion Pictures,90440272.0,175000000.0,PG,95.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",Amy Poehler,1.57,True,89.0,98.0,False,43.9835671914214
76,77,Venom,856085151,Sony Pictures Entertainment (SPE),80255756.0,100000000.0,PG-13,112.0,"['Action', 'Adventure', 'Sci-Fi']",Tom Hardy,1.75,False,81.0,30.0,False,40.9664632291429
77,78,Thor: Ragnarok,853983911,Walt Disney Studios Motion Pictures,122744989.0,180000000.0,PG-13,130.0,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",Chris Hemsworth,1.9,False,87.0,93.0,False,34.036964788196826
78,79,Inception,836836967,Warner Bros.,62785337.0,160000000.0,PG-13,148.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Leonardo DiCaprio,1.83,False,91.0,87.0,False,36.01094379800745
79,80,Transformers: Revenge of the Fallen,836303693,DreamWorks,108966307.0,200000000.0,PG-13,149.0,"['Action', 'Adventure', 'Sci-Fi']",Shia LaBeouf,1.76,False,57.0,20.0,False,23.02258726899384
80,81,The Twilight Saga: Breaking Dawn - Part 2,829747654,Lionsgate,141067634.0,120000000.0,PG-13,115.0,"['Adventure', 'Drama', 'Fantasy', 'Romance']",Kristen Stewart,1.65,True,70.0,49.0,False,22.012333637538976
81,82,Spider-Man,825025036,Sony Pictures Entertainment (SPE),114844116.0,139000000.0,PG-13,121.0,"['Action', 'Adventure', 'Sci-Fi']",Tobey Maguire,1.75,False,67.0,90.0,False,26.934974142520343
82,83,Wonder Woman,822824522,Warner Bros.,103251471.0,149000000.0,PG-13,141.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'War']",Gal Gadot,1.78,True,78.0,83.0,False,32.00000190128527
85,86,Fantastic Beasts and Where to Find Them,814044001,Warner Bros.,74403387.0,180000000.0,PG-13,132.0,"['Adventure', 'Family', 'Fantasy']",Eddie Redmayne,1.84,False,79.0,74.0,False,34.026028595330445
86,87,Shrek the Third,813367380,DreamWorks,121629270.0,160000000.0,PG,93.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Mike Myers,1.7,False,52.0,42.0,False,43.97809719370294
88,89,Jumanji: The Next Level,800059707,Sony Pictures Entertainment (SPE),59251543.0,125000000.0,PG-13,123.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Dwayne Johnson,1.96,False,87.0,71.0,False,47.006173473267935
89,90,Harry Potter and the Prisoner of Azkaban,797361618,Warner Bros.,93687367.0,130000000.0,PG,142.0,"['Adventure', 'Family', 'Fantasy', 'Mystery']",Daniel Radcliffe,1.65,False,86.0,90.0,False,15.01984561563617
90,91,Pirates of the Caribbean: Dead Men Tell No Tales,794881442,Walt Disney Studios Motion Pictures,62983253.0,230000000.0,PG-13,129.0,"['Action', 'Adventure', 'Fantasy']",Johnny Depp,1.75,False,61.0,29.0,False,54.04243478591528
92,93,Mission: Impossible - Fallout,791657398,Paramount Pictures,61236534.0,178000000.0,PG-13,147.0,"['Action', 'Adventure', 'Thriller']",Tom Cruise,1.7,False,88.0,97.0,False,56.06023271731691
93,94,2012,791217826,Sony Pictures Entertainment (SPE),65237614.0,200000000.0,PG-13,158.0,"['Action', 'Adventure', 'Sci-Fi']",John Cusack,1.88,False,47.0,39.0,False,42.954150505741886
94,95,Indiana Jones and the Kingdom of the Crystal Skull,790653942,Paramount Pictures,100137835.0,185000000.0,PG-13,122.0,"['Action', 'Adventure']",Harrison Ford,1.85,False,53.0,78.0,False,66.02053007833297
97,98,Deadpool 2,786470484,Twentieth Century Fox,125507153.0,110000000.0,R,119.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",Ryan Reynolds,1.88,True,85.0,84.0,False,41.9821944634573
98,99,Deadpool,782836791,Twentieth Century Fox,132434639.0,58000000.0,R,108.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",Ryan Reynolds,1.88,True,90.0,85.0,False,39.961654878698
100,101,Guardians of the Galaxy,773350147,Walt Disney Studios Motion Pictures,94320883.0,170000000.0,PG-13,121.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",Chris Pratt,1.88,False,92.0,92.0,False,35.02532702106624
103,104,Maleficent,758411779,Walt Disney Studios Motion Pictures,69431298.0,180000000.0,PG,97.0,"['Action', 'Adventure', 'Family', 'Fantasy', 'Romance']",Angelina Jolie,1.69,True,70.0,54.0,False,39.066390980302685
104,105,The Amazing Spider-Man,757930663,Sony Pictures Entertainment (SPE),62004688.0,230000000.0,PG-13,136.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Andrew Garfield,1.79,False,77.0,72.0,False,29.021214541029735
105,106,The Hunger Games: Mockingjay - Part 1,755356711,Lionsgate,121897634.0,125000000.0,PG-13,123.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Jennifer Lawrence,1.75,True,71.0,68.0,False,24.010957107004334
106,107,Shrek Forever After,752600867,DreamWorks,70838207.0,165000000.0,PG,93.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",Mike Myers,1.7,False,54.0,58.0,False,46.98699520876112
107,108,Madagascar 3: Europe's Most Wanted,746921274,DreamWorks,60316738.0,145000000.0,PG,95.0,"['Adventure', 'Animation', 'Comedy', 'Family']",Ben Stiller,1.68,False,72.0,78.0,False,46.93222868659213
108,109,Suicide Squad,746846894,Warner Bros.,133682248.0,175000000.0,PG-13,123.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Will Smith,1.88,True,59.0,26.0,False,47.93976538139783
109,110,X-Men: Days of Future Past,746045700,Twentieth Century Fox,90823660.0,200000000.0,PG-13,132.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Patrick Stewart,1.75,False,91.0,90.0,False,74.02326792912008
112,113,The Matrix Reloaded,741847937,Warner Bros.,91774413.0,150000000.0,R,138.0,"['Action', 'Sci-Fi']",Keanu Reeves,1.86,False,72.0,73.0,False,39.036268917788426
113,114,Up,735099102,Walt Disney Studios Motion Pictures,68108790.0,175000000.0,PG,96.0,"['Adventure', 'Animation', 'Comedy', 'Family']",Edward Asner,1.7,False,90.0,98.0,False,80.0355806525211
115,116,Gravity,723192705,Warner Bros.,55785112.0,100000000.0,PG-13,91.0,"['Drama', 'Sci-Fi', 'Thriller']",Sandra Bullock,1.71,True,80.0,96.0,False,48.939088523842116
116,117,Captain America: The Winter Soldier,714421503,Walt Disney Studios Motion Pictures,95023721.0,170000000.0,PG-13,136.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Chris Evans,1.83,True,92.0,90.0,False,33.03490189368013
117,118,The Twilight Saga: Breaking Dawn - Part 1,712205856,Summit Entertainment,138122261.0,110000000.0,PG-13,117.0,"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Thriller']",Kristen Stewart,1.65,True,60.0,25.0,False,21.018493801810024
118,119,The Twilight Saga: New Moon,711025481,Summit Entertainment,142839137.0,50000000.0,PG-13,130.0,"['Adventure', 'Drama', 'Fantasy', 'Romance']",Kristen Stewart,1.65,True,61.0,28.0,False,19.025338428777854
119,120,Dawn of the Planet of the Apes,710644566,Twentieth Century Fox,72611427.0,170000000.0,PG-13,130.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",Gary Oldman,1.74,False,88.0,90.0,False,55.9671533956955
122,123,It,701796444,Warner Bros.,123403419.0,35000000.0,R,135.0,['Horror'],Bill Skarsgård,1.92,False,84.0,86.0,False,26.992472811620658
123,124,Interstellar,701729206,Paramount Pictures,47510360.0,165000000.0,PG-13,169.0,"['Adventure', 'Drama', 'Sci-Fi']",Matthew McConaughey,1.82,False,86.0,72.0,False,45.002053388090346
125,126,The Twilight Saga: Eclipse,698491347,Summit Entertainment,64832191.0,68000000.0,PG-13,124.0,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance', 'Thriller']",Kristen Stewart,1.65,True,60.0,48.0,False,20.057498669100312
126,127,Mission: Impossible - Ghost Protocol,694713380,Paramount Pictures,12785204.0,145000000.0,PG-13,132.0,"['Action', 'Adventure', 'Thriller']",Tom Cruise,1.7,False,76.0,93.0,False,49.02944140238802
127,128,The Hunger Games,694394724,Lionsgate,152535747.0,78000000.0,PG-13,142.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Jennifer Lawrence,1.75,True,81.0,84.0,False,21.979456612670162
129,130,Mission: Impossible - Rogue Nation,682716636,Paramount Pictures,55520089.0,150000000.0,PG-13,131.0,"['Action', 'Adventure', 'Thriller']",Tom Cruise,1.7,False,87.0,94.0,False,53.05681040383299
130,131,Forrest Gump,678226133,Paramount Pictures,24450602.0,55000000.0,PG-13,142.0,"['Drama', 'Romance']",Tom Hanks,1.83,False,95.0,71.0,False,37.99315537303217
131,132,Doctor Strange,677796076,Walt Disney Studios Motion Pictures,85058311.0,165000000.0,PG-13,115.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Benedict Cumberbatch,1.83,False,85.0,89.0,False,40.0164328085786
133,134,Man of Steel,668045518,Warner Bros.,116619362.0,225000000.0,PG-13,143.0,"['Action', 'Adventure', 'Sci-Fi']",Henry Cavill,1.85,False,75.0,56.0,False,30.020535782188762
136,137,The Hunger Games: Mockingjay - Part 2,658344137,Lionsgate,102665981.0,160000000.0,PG-13,137.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Jennifer Lawrence,1.75,True,66.0,69.0,False,25.007534793520417
138,139,Big Hero 6,657869686,Walt Disney Studios Motion Pictures,56215889.0,165000000.0,PG,102.0,"['Action', 'Adventure', 'Animation', 'Family', 'Sci-Fi']",Ryan Potter,1.71,False,91.0,90.0,False,19.03627842421477
139,140,Fantastic Beasts: The Crimes of Grindelwald,654855901,Warner Bros.,62163104.0,200000000.0,PG-13,134.0,"['Adventure', 'Family', 'Fantasy']",Eddie Redmayne,1.84,False,54.0,36.0,False,36.01644421629021
140,141,Pirates of the Caribbean: The Curse of the Black Pearl,654264015,Walt Disney Studios Motion Pictures,46630690.0,140000000.0,PG-13,143.0,"['Action', 'Adventure', 'Fantasy']",Johnny Depp,1.75,False,86.0,79.0,False,40.00000190128527
141,142,Star Wars: Episode II - Attack of the Clones,653779970,Twentieth Century Fox,80027814.0,115000000.0,PG,142.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Hayden Christensen,1.83,False,56.0,65.0,False,20.99110388622709
142,143,Thor: The Dark World,644783140,Walt Disney Studios Motion Pictures,85737841.0,170000000.0,PG-13,112.0,"['Action', 'Adventure', 'Fantasy']",Chris Hemsworth,1.9,False,75.0,66.0,False,30.053391892919617
144,145,Sing,634208384,Universal Pictures,35258145.0,75000000.0,PG,108.0,"['Animation', 'Comedy', 'Family', 'Musical']",Matthew McConaughey,1.82,False,89.0,43.0,False,46.99247281162065
145,146,Kung Fu Panda,631746197,DreamWorks,60239130.0,130000000.0,PG,92.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",Jack Black,1.68,False,83.0,87.0,False,38.93497224123507
147,148,The Martian,630162448,Twentieth Century Fox,54308575.0,108000000.0,PG-13,144.0,"['Adventure', 'Drama', 'Sci-Fi']",Matt Damon,1.78,False,91.0,91.0,False,45.05954635333486
148,149,Hancock,629443428,Sony Pictures Entertainment (SPE),62603879.0,150000000.0,PG-13,92.0,"['Action', 'Drama', 'Fantasy']",Will Smith,1.88,True,59.0,41.0,False,39.93702562932542
149,150,Fast Five,626137675,Universal Pictures,86198765.0,125000000.0,PG-13,130.0,"['Action', 'Adventure', 'Crime', 'Thriller']",Vin Diesel,1.82,False,83.0,77.0,False,44.00546999771846
152,153,Iron Man 2,623933331,Paramount Pictures,128122480.0,200000000.0,PG-13,124.0,"['Action', 'Adventure', 'Sci-Fi']",Robert Downey Jr.,1.74,False,71.0,72.0,False,45.06502395619439
153,154,Ratatouille,623726085,Walt Disney Studios Motion Pictures,47027395.0,150000000.0,G,111.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Brad Garrett,2.05,False,87.0,96.0,False,47.03901817628717
155,156,How to Train Your Dragon 2,621537519,Twentieth Century Fox,49451322.0,145000000.0,PG,102.0,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",Jay Baruchel,1.83,False,89.0,91.0,False,31.98905239942201
156,157,Logan,619179950,Twentieth Century Fox,88411916.0,97000000.0,R,137.0,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",Hugh Jackman,1.88,False,90.0,93.0,False,48.97192372043501
158,159,Casino Royale,616502912,Sony Pictures Entertainment (SPE),40833156.0,150000000.0,PG-13,144.0,"['Action', 'Adventure', 'Thriller']",Daniel Craig,1.78,False,89.0,94.0,False,38.03697619590844
160,161,Mamma Mia!,611257819,Universal Pictures,27751240.0,52000000.0,PG-13,108.0,"['Comedy', 'Musical', 'Romance']",Meryl Streep,1.68,True,66.0,55.0,False,59.011635865845314
161,162,Life of Pi,609016565,Twentieth Century Fox,22451514.0,120000000.0,PG,127.0,"['Adventure', 'Drama', 'Fantasy']",Suraj Sharma,1.7,False,84.0,86.0,False,18.9979618221918
162,163,Transformers: The Last Knight,605425157,Paramount Pictures,44680073.0,217000000.0,PG-13,154.0,"['Action', 'Adventure', 'Sci-Fi']",Mark Wahlberg,1.73,False,43.0,15.0,False,46.04517453798768
163,164,Madagascar: Escape 2 Africa,603900354,DreamWorks,63106589.0,150000000.0,PG,89.0,"['Adventure', 'Animation', 'Comedy', 'Family']",Ben Stiller,1.68,False,66.0,64.0,False,42.99794471062438
164,165,War of the Worlds,603873119,Paramount Pictures,64878725.0,132000000.0,PG-13,116.0,"['Adventure', 'Sci-Fi', 'Thriller']",Tom Cruise,1.7,False,42.0,75.0,False,43.07186668187695
165,166,Tangled,592462816,Walt Disney Studios Motion Pictures,48767052.0,260000000.0,PG,100.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",Mandy Moore,1.78,True,87.0,89.0,False,26.039712145410295
166,167,Quantum of Solace,589580482,Sony Pictures Entertainment (SPE),67528882.0,200000000.0,PG-13,106.0,"['Action', 'Adventure', 'Thriller']",Daniel Craig,1.78,False,58.0,64.0,False,40.07941098182371
